X.objectid,hsisid,inspectdate,category,statecode,critical,questionno,violationcode,severity,shortdesc,inspectedby,comments,pointvalue,observationtype,violationtype,count,cdcriskfactor,cdcdataitem
2582,4092020937,2015-09-15T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Found unlabeled bottle with blue liquid in it. All chemicals shall be labeled to denote contents. CDI by properly labeling bottle.,1,Out,CDI,,,
2583,4092016176,2015-09-23T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  Spray bottle of red cleaning liquid not labeled.  Spray bottle labeled as Quat 146 contains purple liquid.  (The product listed on the label is a light pink.)  Ensure that toxic materials are in containers that are properly marked with the common name of the contents.  Do not re-use Quat 146 bottle for sanitizer.  It must either be discarded or relabeled with name of current contents.,1,Out,CDI,,,
2584,4092016134,2015-09-24T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Naterra McQueen,7-102.11; Priority Foundation; Label all the sanitizer bottles. There were several sanitizer bottles that were not labeled. All working containers must be properly labeled with the common name of the item in the spray bottle. CDI.... The items were labeled with the common name.,1,Out,CDI,,,
2585,4092013846,2015-09-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle was not labeled correctly. This was labeled during inspection. Once chemicals are removed from the original container, the bottle shall be labeled.",0,Out,CDI,,,
2586,4092015444,2015-09-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Observed one unlabeled spray bottle with yellow liquid in it. Properly label all chemical bottles/containers to denote contents. CDI by discarding liquid from bottle.,0,Out,CDI,,,
2587,4092015444,2015-09-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Observed one unlabeled spray bottle with yellow liquid in it. Properly label all chemical bottles/containers to denote contents. CDI by discarding liquid from bottle.,0,Out,R,,,
2588,4092010167,2015-09-29T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle of sanitizer was not labeled. This was labeled during inspection. Once chemicals are removed from the original container, they need to be labeled with the chemical name.",0,Out,CDI,,,
2589,4092016711,2015-09-30T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-102.11; Priority Foundation; 1 spray bottle labeled as ""soapy water"" was an unidentified cleaning chemical.  2 bottles of glass cleaner unlabeled as well as a bottle of bleach and a bottle of sanitizer. All chemicals are to be clearly labeled. REHS will return to ensure risk factor remains under control in the near future.",2,Out,CDI,,,
2590,4092010133,2012-12-12T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,7-201.11 Separation-Storage  - One apparently disused spray bottle of cleaning chemical not labeled.  Label all containers of toxic materials.  Label or discard.,0,Out,CDI,,,
2591,4092011163,2012-12-18T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Jennifer Edwards,"7-201.11 Toilet paper stored with chemicals; POISONOUS OR TOXIC MATERIALS shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, and SINGLE-SERVICE and SINGLE-USE ARTICLES by: (A) Separating the POISONOUS OR TOXIC MATERIALS by spacing or partitioning; product moved to top shelf.",1,Out,CDI,,,
2592,4092010350,2012-12-19T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Caroline Suggs,"7-201.11- Found a bottle of Spit Fire cleaner sitting on the prep table next to the microwave, do not sit or store chemicals on or above prep area, food, or food contact surfaces. Cleaner was moved during inspection.",0,Out,CDI,,,
2593,4092021692,2012-12-20T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,"7-201.11 Separation-Storage  - Scouring powder, spray bottle of cleaning chemical stored next to foods.  Store toxic materials to not contaminate foods, utensils, single use items, clean linens, etc.",1,Out,CDI,,,
2594,4092014578,2012-12-20T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Melissa Harrison,"P - 7-201.11 - Aerosol container of medicine stored on ice machine with cell phone and purse. Store toxic and personal materials away from food, clean utensils, etc. Employee relocated items.",0,Out,,,,
2595,4092013184,2012-12-21T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Tim Bass,7-201.11 - Found soapy water buckets and sanitizer buckets stored up on prep surfaces and on top of the make line cooler. Toxic substances must be stored in a manner to avoid contaminating food and food contact surfaces. CDI - buckets were moved below prep surfaces but off the floor.,0,Out,CDI,,,
2596,4092014650,2012-12-31T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,"7-201.11 Separation-Storage   - Bags of green liquid (hand soap?) stored in bin above foods and single use items.  Toxic materials shall be stored to not contaminate foods, utensils, single use items, clean linens, etc.  CDI by relocating toxic materials.",0,Out,CDI,,,
2597,4092160073,2013-01-04T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",David Adcock,"7-201.11(A)&(B) There is full strength soaps and other cleaners in the dry storage over single service items. In the Bridges kitchen there were cleaners in the cabinet over the micro-wave, stored with food thickener and packets of salt etc. Store toxic solution in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, and SINGLE-SERVICE or SINGLE-USE ARTICLES.",1,Out,CDI,,,
2598,4092015470,2013-01-04T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Lucy Schrum,"P - 7-201.11 - Found sterno fuel cans stored above clean food equipment and several containers of hand soap stored above containers of cooking oil. To prevent contamination, store all chemicals below and away from food, food preparation surfaces and clean food equipment and utensils. CDI by properly storing chemicals",0,Out,CDI,,,
2599,4092015623,2013-01-07T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Caroline Suggs,"7-201.11- A bottle of plumbing pipe sealant was found sitting on the glove dispenser box in back. Toxic chemicals are to be stored below and/or away from any food, food contact surfaces, single-use items, linens, and/or food preparation areas. Improperly stored items were moved during inspection.",0,Out,,,,
2600,4092010585,2013-01-14T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Caroline Suggs,"Several spray bottles found handing on the rinse well of the dish machine, there is potential for chemical contamination of clean/rinse water used to clean dishes. Toxic chemicals are to be stored below and/or away from any food, food contact surface, single use items, linens, and or food preparation areas. Improperly stored items were moved during inspection; corrected during inspection.",0,Out,CDI,,,
2601,4092011831,2013-01-14T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Jennifer Edwards,"7-201.11 Chemicals stored over cup lids; POISONOUS OR TOXIC MATERIALS shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, and SINGLE-SERVICE and SINGLE-USE ARTICLES by: (A) Separating the POISONOUS OR TOXIC MATERIALS by spacing or partitioning; chemicals moved.",1,Out,CDI,,,
2602,4092016045,2013-01-15T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Caroline Suggs,,0,Out,CDI,,,
2603,4092016087,2013-01-16T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-201.11 CONCENTRATED DETERGENT STORED ABOVE FOOD AND SINGLE SERVICE ITEMS IN STORAGE AREA. SANITIZER BOTTLES STORED ABOVE FOOD PREP AREAS. STORE CHEMICALS BELOW AND AWAY FROM FOOD, FOOD CONTACT SURFACES, SINGLE SERVICE ITEMS, AND CLEAN LINENS.",1,Out,CDI,,,
2640,4092016100,2015-10-08T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Naterra McQueen,7-102.11; Priority Foundation; Label all spray bottles. There were a few bottles that were not labeled. All spray bottles must be labeled with common name of the item in the spray bottle. CDI..... The spray bottles were labeled.,0,Out,CDI,,,
2604,4092014446,2013-01-16T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,"7-201.11 Separation-Storage  - Chafing fuel stored on shelf next to food and above prep counter.  Stainless steel cleaner stored on shelf with food.  Toxic materials shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, and SINGLE-SERVICE and SINGLE-USE ARTICLES.",1,Out,CDI,,,
2605,4092014090,2015-09-17T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Angela Myers,"7-102.11; Priority Foundation; Spray Bottle of yellow solution, probably bleach, is not labeled. Common Name required.",0,Out,CDI,,,
2606,4092014399,2015-09-18T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation; Several unlabeled spray bottles of cleaning chemicals and sanitizer.  Label all containers of toxic materials with at least the common name of the contents.,1,Out,R,,,
2607,4092016865,2015-09-21T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  One unlabeled spray bottle.  Label all containers of toxic materials with the common name of the contents.,0,Out,CDI,,,
2608,4092014353,2015-09-25T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Anne Bartoli,7-102.11 . The sanitizer bottle was not labeled. Be sure to label all spray bottles. Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material.,1,Out,CDI,,,
2609,4092016885,2015-09-25T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  Spray bottle of glass cleaner not labeled.  Label all containers of toxic materials with at least the common name of the contents.,0,Out,,,,
2610,4092016968,2015-09-25T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Thomas Jumalon,7-102.11; Priority Foundation;  REQUIRES BOTTLE HAVE THE COMMON NAME OF THE PRODUCT CONTAINED IN IT...BLUE SOLUTION BEING USED ON THE TABLES NO LABLE,1,Out,,,,
2611,4092021760,2015-09-29T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle was mislabeled. This was corrected during inspection. Once chemicals are removed from the original container, the bottle shall be labeled with the common chemical name.",0,Out,CDI,,,
2612,4092015054,2015-09-30T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-102.11; Priority Foundation; Chlorine sanitizer stored in bottle labeled as ""oven cleaner"" Properly label all chemicals. Sanitizer dumped and bottle disposed of.",1,Out,CDI,,,
2613,4092016618,2015-09-30T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Found a few unlabeled spray bottles. All chemicals shall be labeled to denote contents. CDI by labeling bottles.,0,Out,R,,,
2614,4092016389,2015-10-06T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle not labeled today. This was labeled during inspection. Once chemicals are removed from the original containers, they need to be labeled.",0,Out,CDI,,,
2615,4092016286,2015-10-08T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle not labeled. This was labeled during inspection. Once chemicals are removed from the original containers, they shall be labeled.",1,Out,CDI,,,
2616,4092021775,2015-10-12T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,"7-102.11; Priority Foundation - Found yellow liquid in spray bottle that was hand labeled ""sanitizer"" but with a permanent label that said ""glass cleaner"". Also observed pink bubbly liquid in bottle labeled ""windex"". Another chemical bottle with liquid in it had a worn off label. Properly label all chemicals to denote contents. Do not re-use chemical bottles for other chemicals or sanitizers. CDI by discarding contents of bottles and relabeling worn off label.",1,Out,,,,
2617,4092016332,2015-10-13T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Observed one unlabeled spray bottle with liquid in it (PIC stated it was degreaser). Chemicals bottles shall be properly labeled to denote contents. CDI by labeling bottle.,0,Out,CDI,,,
2618,4092010236,2015-10-15T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Andrea Anover,7-102.11; Priority Foundation; 1 bottle of degreaser unlabeled under cooking line. Label all chemicals with their common name once removed from the original container. Bottle labeled before REHS departed.,0,Out,CDI,,,
2619,4092016185,2015-10-16T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,7-102.11; Priority Foundation; three chemicals were not labeled today. These were labeled during inspection. Once chemicals are removed from the original containers they shall be labeled.,1,Out,CDI,,,
2620,4092021523,2015-10-21T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  Spray bottles of sanitizer not labeled.  Label all containers of toxic materials (including sanitizers) with at least the common name of the contents.,1,Out,R,,,
2621,4092017032,2015-10-26T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  Spray bottle of sanitizer and spray bottle of degreaser not labeled.  Label all containers of toxic materials with at least the common name of the contents.,1,Out,CDI,,,
23219,4092021497,2015-07-29T00:00:00.000Z,Physical Facilities,".2654,.2655,.2656",No,51,6-501.18,Core,"Toilet facilities: properly constructed, supplied, & cleaned",Chris Askew,6-501.18; Core;  Clean men's urinal in men's toilet facility,0,Out,,,,
2622,4092050028,2013-01-16T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Tim Bass,7-201.11 - Found hand lotions and hand sanitizer stored on a shelf above a food prep sink. Found chemicals stored on a shelf above the 3 comparment sink. Clean utensils are stored here and could be contaminated. Toxic substances must be stored in a manner to avoid contamination. CDI - talk to management about other acceptable places for their chemicals to be stored.,1,Out,CDI,,,
2623,4092020813,2013-01-18T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,"7-201.11 Separation-Storage  - Spray bottles of stainless steel cleaner stored on prep table with single use cups.  Sanitizer concentrate stored above utensil storage bin.  Store toxic materials to not contaminate foods, utensils, single use items, clean linens, etc.  CDI by relocating.",0,Out,CDI,,,
2624,4092015847,2013-01-23T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Ashley Whittington,"7-201.11 Chemical cleaners in spray bottles were stored on same surface and/or above clean single-service items and clean multi-use utensils. [Must store toxic products so they can not contaminate food,equipment,utensils,linens, single-service, single-use items.]CDI-Moved.",0,Out,CDI,,,
2625,4092020664,2013-01-23T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Lucy Schrum,P - 7-201.11 - Found chemicals stored close to clean metal food pans. Also observed ice machine sanitizer stored above right cleafn drainboard. Store all chemicals below and away from clean ood equipment/utensils. CDI by moving chemicals.,1,Out,CDI,,,
2626,4092015702,2013-01-23T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Melissa Harrison,"Pf, P - 7-102.11, 7-201.11 - 4 bottles of chemical unlabeled/improperly labeled. All chemicals must be legibly labeled to denote contents. Manager labeled/relabeled bottles during inspection. Sterno stored above bottles of Guiness, and two bottles of lotion/cosmetics stored on low reach in cooler. Store chemicals below and away from restaurant food/clean utensils/etc. Manager relocated chemicals.",2,Out,R,,,
2627,4092015688,2013-01-24T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",James Smith,7-201.11 Separation-Storage  - Coffee pot cleaner stored on stack of disused pans.  Store at chemical storage area.,0,Out,CDI,,,
2628,4092021413,2013-01-25T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-201.11 CHEMICALS SUCH AS GLASS CLEANER STORED ABOVE SINGLE SERVICE CONTAINERS. DO NOT STORE CHEMICALS WHERE IF THEY SPILL OR LEAK THEY WILL CONTAMINATE FOOD, FOOD CONTACT, SINGLE SERVICE OR CLEAN LINENS.",1,Out,CDI,,,
2629,4092012834,2013-01-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-201.11 GLASS CLEANER AND ANOTHER CLEANER STORED ABOVE FOOD. STORE CHEMICALS IN A MANNER TO PROTECT FOOD,FOOD CONTACT SURFACES, CLEAN LINENS, AND SINGLE SERVICE ITEMS.",1,Out,CDI,,,
2630,4092021703,2013-01-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Angela Myers,"7-201.11 Cleaners shall be stored in designated location, not on cuttingboard tables or with meat grinder.",0,Out,CDI,,,
2631,4092021698,2013-01-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Angela Myers,"7-201.11 Three Spray Bottles of Windex, Grill Cleaner and an unknown liquid are stored hanging over the food prep sink. These shall be stored so that they cannot contaminate equipment, food or utensils. Store in designated location.",0,Out,,,,
2632,4092160075,2013-01-31T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Melissa Harrison,P - 7-201.11 - A few containers of hazardous chemicals stored above clean utensils on shelf in kitchen. Store toxic materials below and away from restaurant food and clean utensils. Employee moved items.,0,Out,CDI,,,
2633,4092016342,2013-02-06T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Lucy Schrum,"P - 7-201.11 - Found chemicals (degreaser) stored above and near food (flour) and clean single service items (paper plates, deli papers, pizza boxes, etc.) To prevent contamination, store all chemicals below and away from items previously listed. CDI by moving chemicals to proper locations.",0,Out,CDI,,,
2634,4092013831,2013-02-08T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Lucy Schrum,"P - 7-201.11 - Found chemicals stored next to/above disposable gloves and above clean wiping cloths. Also observed chemicals bottles stored above left ""clean side"" drainboard of 3-comp sink. To prevent contamination, store all chemicals below and away food, food contact items, food equipment utensils and clean linens. CDI",1,Out,CDI,,,
2635,4092016285,2013-02-10T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Thomas Jumalon,"7-201.11 REQUIRES THE TWO BOTTLES (WINDEX, AND A DISINFECTANT) SETTING ATOP THE BEER KEG COOLER TO BE STORED IN A SEPARATE LOCATION , BOTTLES MOVED",1,Out,CDI,,,
2636,4092021185,2013-02-14T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Lucy Schrum,"P - 7-201.11 - Found several bottles of sanitizer stored near clean food equipment/utensils and near food preparation surfaces. Store these sanitizers below and away from food, clean food equipment, utensils and food preparation areas.",0,Out,CDI,,,
2637,4092020045,2013-02-18T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-201.11,Priority,"Toxic substances properly identified, stored, & used",Karla Crowder,"7-201.11 Do not store hand sanitizer on top of flip top cooler. Separate all poisonous or toxic materials so that they can not potentially contaminate food, equipment, linens, etc.",1,Out,CDI,,,
2638,4092016711,2015-09-30T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Andrea Anover,"7-102.11; Priority Foundation; 1 spray bottle labeled as ""soapy water"" was an unidentified cleaning chemical.  2 bottles of glass cleaner unlabeled as well as a bottle of bleach and a bottle of sanitizer. All chemicals are to be clearly labeled. REHS will return to ensure risk factor remains under control in the near future.",2,Out,R,,,
2641,4092014979,2015-10-12T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; two chemical bottles were not labeled today. These were labeled during inspection. Also the sanitizer bucket was not labeled. This was labeled during inspection. Once chemicals are removed from the original container, they shall be labeled.",1,Out,CDI,,,
2642,4092016347,2015-10-15T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one bottle of degreaser not labeled. This was labeled during inspection. Once chemicals are removed from the original container, they shall be labeled.",0,Out,,,,
2643,4092016802,2015-10-16T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Andrea Anover,7-102.11; Priority Foundation; 2 bottles of sanitizer unlabeled. Properly label all chemicals with their common name. Bottles labeled before REHS departed.,1,Out,CDI,,,
2644,4092013904,2015-10-21T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Angela Myers,7-102.11; Priority Foundation; Blue Cleaning solution in a spray bottle is labeled as Bleach. Discarded. Properly label all cleaners and chemicals,1,Out,CDI,,,
2645,4092014799,2015-10-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",James Smith,7-102.11; Priority Foundation;  One spray bottle not labeled.  Another labeled as sanitizer container slightly diluted or undiluted bleach.  Ensure that spray bottles are properly labeled with the common name of the contents.,1,Out,CDI,,,
2646,4092012120,2015-11-03T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Jennifer Edwards,7-102.11; Priority Foundation; One chemical bottle not labeled; Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material.,0,Out,CDI,,,
2647,4092016908,2015-11-03T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Jennifer Edwards,7-102.11; Priority Foundation; Chemical bottles in back not labeled; Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. Manager labeled bottles during inspection.,1,Out,CDI,,,
2648,4092013491,2015-11-09T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; a few bottles of chemicals and the sanitizer buckets were not labeled today. These were labeled during the inspection. Once chemicals are removed from the original container, they shall be labeled.",1,Out,CDI,,,
2649,4092016608,2015-11-17T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle not labeled today. This was labeled during inspection. Once chemicals are removed from the original container, they need to be labeled.",0,Out,,,,
2650,4092110015,2015-11-19T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Dimitri Parker,7-102.11; Priority Foundation; Several chemical bottles were not labeled. All chemicals bottles are to contain a common name of the working container. Manager is set to discard all unlabeled chemical bottles.,1,Out,CDI,,,
2651,4092013028,2015-11-19T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Found unlabeled bottle with blue liquid in it. All chemicals shall be properly labeled to denote contents. CDI by discarding bottle.,0,Out,R,,,
2652,4092014856,2015-11-19T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Thomas Jumalon,7-102.11; Priority Foundation;  SEVERAL BOTTLES NO MARKED,0,Out,,,,
2653,4092012274,2015-11-24T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; few chemical bottles were not labeled today. These were labeled during inspection. Once chemicals are removed from the original container, they shall be labeled.",0,Out,CDI,,,
2654,4092016720,2015-11-24T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Naterra McQueen,7-102.11; Priority Foundation; Label all spray bottles there were a few spray bottles that were not labeled. All working containers must be labeled with the common name of the item in the spray bottle. CDI..... The spray bottles were labeled.,0,Out,CDI,,,
2655,4092017022,2015-10-26T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Laura McNeill,"7-102.11; Priority Foundation; one chemical bottle not labeled. This was labeled during inspection. Once chemicals are removed from the original containers, they shall be labeled.",1,Out,CDI,,,
2656,4092015800,2015-10-26T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,7-102.11; Priority Foundation - Found unlabeled bottle of degreaser (according to PIC). All chemicals shall be properly labeled to denote contents.,0,Out,CDI,,,
2657,4092030288,2015-10-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Dimitri Parker,7-102.11; Priority Foundation; Sanitizer bottles did not have labels. Label all chemicals with the common working name of the product. CDI-edcuation,0,Out,CDI,,,
2658,4092016439,2015-10-28T00:00:00.000Z,Chemical,".2653,.2657",Yes,26,7-102.11,Priority Foundation,"Toxic substances properly identified, stored, & used",Lucy Schrum,"7-102.11; Priority Foundation - Found different chemicals stored in two spray bottles labeled as ""sanitizer"". All chemical containers shall be properly labeled to denote contents. CDI by discarding these bottles with questionable liquids.",0,Out,CDI,,,
